Country,meat less than 1/wk,short chain importance(o),circular info available(o),using renewable energy(o),companies replaning energy use(o),companies Redesigning products(o),funding awareness(o),Circular company actions(o),easy to eat healthy(o),pop density,obesity,perceived health(o),median age,Population,Self suffeciency importance(o),importance of food origin(o),importance of food qlty(o),self blame for food waste(o),rail infrastructure,inland water transport,road 2000 6000,road 500 2000,road 300 500,road 150 300,road 50 150,road 0 50,road food transport,rail food transport,agr emissions,2010 ,fertilizer sales,pesticide sales,Processors(I),Agr producers,Exporters(I),Importers,per_1000_Crop_production,per_1000_Farm_Trained_Staff,per_1000_kitchen_gardens,organic farming percentage,Recycling rate of municipal waste,investments per gdp,municipal_waste_per_capita,GDP per capita,Recycling rate of packaging,Recycled biowaste per capita
AUT,16.0,86.0,16.0,29.0,35.0,27.0,57.0,50.0,61.0,104.4375,15.0,32.0875,43.4,8391954.0,29.0,78.0,53.0,93.0,,0.17314203581192175,0.12935008938323542,0.3909935635967499,0.06326297784759068,0.6301869624166195,6.455635957966405,55.696718547313296,0.5144093973823021,0.2396104649763333,0.7660101568716893,117000 ,12.114911232566072,108.05472548041679,0.18686053331560207,2.8739879889713413,0.00013618486741671164,0.003172681833098704,7.867502875042239,120.32835261013108,1.6980550656021232,18.49,59.594736842105256,0.095,580.7368421052631,35154.5,66.51578947368422,199.15789473684208
PRT,5.0,82.0,7.0,8.0,38.0,33.0,43.0,52.0,73.0,113.3375,15.7,9.0375,45.2,10463991.0,51.0,77.0,49.0,77.0,0.3984245696609555,,0.015918537064054106,0.14431396204373645,0.1716744595823907,0.16506130404737546,0.15459684550569666,0.07461780118121279,1.211296913386107,0.0019431719057607497,0.061721478927113015,73000 ,16.977694690720245,1094.6038445348222,0.027761874030663825,0.2748234397372857,0.0,0.0010631698746682787,0.0,61.69443379681807,15.79416496057766,5.182631578947368,19.92105263157894,0.12600000000000006,471.2105263157895,16835.5,51.62631578947368,46.73684210526316
FIN,7.0,87.0,7.0,27.0,48.0,25.0,28.0,59.0,71.0,17.9625,20.6,19.525,42.9,5352839.0,27.0,80.0,62.0,93.0,0.4517436655784176,,0.006258361217290488,3.8983985881137095,0.593965183709056,1.2084241651953291,8.958965513440623,4.230782954615298,4.027414237566272,1.5538670227144886,5.706088488744012,142000 ,14.369529473570529,117.21606982761858,0.04756354525140771,5.423881918859631,0.004819872221077451,0.0039932080901368405,0.001549511523564545,72.18786143203634,,,,,,,,
SWE,4.0,92.0,4.0,15.0,23.0,22.0,16.0,29.0,77.0,24.0,15.2,31.9125,40.5,9387699.0,30.0,79.0,71.0,88.0,3.066388614860077,,0.021538824370061292,0.015062263926442462,0.022359046663085386,3.871364005173152,3.7701038348161777,3.23508455053789,0.4705945514443955,0.02732298937151692,1.9617522888196568,178000 ,38.19613067885727,706.4435731269185,5.796202029911695,28.806047147442627,0.0001242761050036507,0.002263600483995066,0.3900564984028567,138.98187404602555,,,,,,,,
GBR,13.0,,10.0,11.0,35.0,36.0,26.0,66.0,73.0,267.46250000000003,21.0,34.0,,62568171.0,47.0,52.0,66.0,93.0,0.24907765536782805,0.0027170364305518853,,0.030039235124836874,0.02676920186783149,0.16258586174750098,0.034319366631318016,0.2561845702665657,0.029289652721349323,0.000859862117433479,0.1312152947542609,1021000 ,0.8337750160185724,9.303534300211524,0.0020597533528669072,0.0005068757038508559,0.0,0.054734965269588376,0.1452269397486463,75.33734684365315,0.0,3.464500000000001,33.189473684210526,0.15,531.1052631578947,30409.0,56.605263157894754,60.368421052631575
CYP,3.0,86.0,3.0,8.0,30.0,20.0,38.0,35.0,71.0,93.025,14.7,47.62500000000001,37.7,800562.0,84.0,68.0,84.0,76.0,,,0.27643080735783115,13.037216355510257,35.310944061796576,95.07733317344564,7.5991615889837405,4.560171479535626,23.27439973418673,,3.2726609556786355,4000 ,1269.2894352828248,124.28810427341459,0.06099881499912978,14.29964200149395,0.0,0.041221042217841966,4.8784687090652135,4.159577896527689,1.3115786160222445,3.0024999999999995,9.099999999999998,0.09375,666.3888888888888,22461.5,46.24000000000001,5.833333333333332
CY,3.0,86.0,3.0,8.0,30.0,20.0,38.0,35.0,72.0,93.025,14.7,47.62500000000001,37.7,800562.0,84.0,68.0,84.0,76.0,,,0.27643080735783115,13.037216355510257,35.310944061796576,95.07733317344564,7.5991615889837405,4.560171479535626,23.27439973418673,,3.2726609556786355,4000 ,1269.2894352828248,124.28810427341459,0.06099881499912978,14.29964200149395,0.0,0.041221042217841966,4.8784687090652135,4.159577896527689,1.3115786160222445,3.0024999999999995,9.099999999999998,0.09375,666.3888888888888,22461.5,46.24000000000001,5.833333333333332
CZE,9.0,69.0,9.0,4.0,15.0,7.0,32.0,17.0,47.0,136.58750000000003,20.5,19.125,42.6,10399932.0,49.0,80.0,73.0,78.0,0.8299092724837046,1.6600685466020353,0.4927436064005034,0.2084436705932308,17.463777647776926,0.4219354511164112,5.4260931706091915,0.2543862786795144,13.768666948976204,0.4342913011354305,0.27344996101897584,268000 ,14.04502773030952,333.92983296001887,0.04111805731037472,0.30313900129347,0.009218810276836423,0.3425022394377194,29.523484918512498,266.294048845704,0.025000163462607253,11.395882352941177,15.426315789473689,,308.57894736842104,14815.0,67.29374999999999,7.894736842105262
HUN,9.0,89.0,15.0,7.0,14.0,11.0,27.0,26.0,44.0,107.275,20.0,16.8375,43.0,9984161.0,48.0,81.0,60.0,77.0,1.007998791508092,0.02484935889956101,,1.241706739304384,1.0944234573140397,0.44595635026318187,0.2285419876542456,0.2839597638699937,5.107299451601391,0.4813123506321663,0.002403607073243309,283000 ,1133.7979225294944,3509.136871891389,0.008551043998589365,0.3742260700056153,0.007236461831895539,0.032639197224483864,0.3825843753921837,185.6410368382481,17.858285738781657,2.650555555555555,18.263157894736842,0.12400000000000005,421.8421052631578,10316.5,49.74000000000001,13.789473684210524
LVA,11.0,75.0,8.0,7.0,22.0,13.0,35.0,22.0,49.0,31.76250000000001,21.6,4.5875,43.5,2120159.0,39.0,77.0,76.0,61.0,2.5686752738827607,,0.4040263018009497,1.2269834479395176,1.29301623132982,1.5541758896384656,0.7632446434441945,0.3869521106671716,43.36915297390431,0.7737155562389425,14.862883868615516,46000 ,249.17963437857463,1918.952200178278,0.06768360297505989,0.73824651830358,0.00322302871309809,0.10146644662027704,0.07490790391978462,527.5594896420504,14.01781658828418,10.191875,11.878947368421054,0.3170000000000001,349.2105263157895,9170.5,49.93333333333333,9.421052631578947
LTU,10.0,76.0,11.0,3.0,9.0,8.0,30.0,9.0,48.0,46.5125,17.4,7.1875,44.1,3126868.0,34.0,80.0,73.0,44.0,6.459178961184162,0.0015350823891510607,0.0009914073763267269,2.5389623098896403,0.6249704176831258,1.402489647788138,2.0488232953869496,0.7754084918199297,5.551913288312779,0.5665413442460635,0.021240423324553517,144000 ,52.21724883955589,32.76260249340021,0.14387399787902785,0.17287951668296472,0.0017989246747863996,0.004597251946676355,0.9724267222025359,315.6481181808762,,,,,,,,
MLT,12.0,92.0,27.0,13.0,28.0,29.0,57.0,52.0,77.0,1408.975,25.7,22.5625,40.0,420496.0,49.0,64.0,86.0,62.0,,,,,,,,,,,127.99762423423769,,,1818.7072198335086,6.113018911000342,8.66922634222442,0.045184734218637036,0.2862690727141281,1.1268174304207943,0.6420988546858948,10.772991895285568,0.26625,7.247368421052633,,603.2105263157895,16831.0,30.435714285714287,17.736842105263158
POL,6.0,86.0,8.0,2.0,18.0,10.0,35.0,25.0,46.0,123.8625,16.9,16.8375,41.0,38088909.0,26.0,71.0,66.0,65.0,0.14612886099963873,0.0003238037963579722,0.00118669715638219,0.007708937003157533,0.08621669893459012,0.19983770078581145,2.932898393072902,0.15838731427040875,1.2557172482939851,0.0038882709924823533,0.28828486528716274,1091000 ,5.546271867341868,45.60873029410682,0.0006563590466715652,0.9238286399854614,0.0002537921647130052,0.0935180369697646,0.0013328289345331474,183.93307091048473,8.452854346655085,2.775625,14.610526315789475,0.172,303.0,9247.5,44.45333333333334,10.210526315789474
SVK,12.0,88.0,6.0,3.0,9.0,7.0,28.0,8.0,45.0,110.8625,14.4,21.387500000000006,40.6,5396646.0,50.0,80.0,71.0,51.0,0.17016742127116238,0.03322433971025708,,0.09396577059158596,0.10191515248545116,3.762225649042017,0.20075432036861413,0.8209728783396206,1.765466921491608,1.71762238990662,0.817712149360918,110000 ,40.44713862811992,843.8554011139513,0.1879871312663458,1.0485679438673576,0.02691486527002141,0.014383934021242084,2.664923938148085,193.3052492233139,1.134037696747202,7.621176470588236,11.25263157894737,0.213,305.5263157894737,12029.0,54.9125,14.36842105263158
SVN,6.0,90.0,11.0,8.0,12.0,7.0,39.0,11.0,58.0,102.4,16.2,20.8125,44.0,2033638.0,73.0,81.0,68.0,57.0,7.6267807304501165,,0.06648184190106597,6.710338811528896,0.2327356196137169,1.4910716656553429,2.1377944353911564,2.34318988925266,6.4552786680815375,0.0,3.2429950659851947,27000 ,62.75311098195014,45.02251629837759,0.008148661940536405,28.396032135512808,0.0,0.1818579970148735,10.97773989274394,71.02542340377197,30.162693655409665,7.391875,28.536842105263162,0.2533333333333333,467.26315789473676,17431.0,57.585714285714296,23.21052631578948
BGR,,87.0,5.0,2.0,4.0,5.0,27.0,5.0,25.0,65.85000000000001,14.1,18.6125,44.5,7438337.0,59.0,74.0,78.0,52.0,3.2714749726092447,0.05389645561904495,0.004033159562412942,0.06344159991675558,0.13909022944241434,0.6362309209706416,4.9427311507935165,6.1269877931048295,0.2085681248375813,0.02606429367209364,0.08934913812052345,187000 ,290.9702949881285,4720.462651799723,0.000924265733052966,0.6042441245363619,0.0003495404954091217,0.002117408770266795,41.148922430137574,174.11553146892913,11.681374479268685,1.2093333333333334,22.815789473684212,0.214,525.6842105263158,4951.0,56.542857142857144,8.842105263157897
HRV,,82.0,8.0,8.0,17.0,13.0,48.0,33.0,39.0,74.66250000000002,18.2,22.55,44.0,4266386.0,,,,65.0,0.5158672677270384,0.0004687808369894332,0.028642509140054367,0.4817191880903415,1.0860948821789682,7.743087474972963,1.6491944235706757,1.2504025655437645,2.1975273685972154,0.7565185147335473,4.254879656927431,: ,253.0227899887373,140.69474986818142,0.01942092038956223,0.021898761956506373,0.02136859315276833,0.0012724051289713188,4.195115543277663,38.1657918434947,15.987770445524616,5.1425,12.875,0.15875,380.875,10436.5,56.81428571428571,6.0
ROU,,78.0,9.0,3.0,22.0,20.0,28.0,30.0,58.0,86.70000000000002,10.4,26.75,42.5,20540628.0,39.0,67.0,70.0,67.0,1.0060116521807956,0.0,0.0027141331803487213,0.07398021131583707,0.061974736118097264,0.051045177391849945,0.04485257218036371,0.21149304685329,2.9394719577220325,0.005428266360697443,0.4001192660711249,378000 ,537.41049898071,111.16848791359034,0.04961508479682315,13.165249864804522,1.217100080873866e-05,0.0004198995279014838,0.37879389298342986,86.99052434034634,96.80570623254556,1.5464285714285713,6.673684210526315,0.24600000000000002,322.2631578947368,6516.1111111111095,46.32857142857142,9.947368421052632
SouthernEurope,9.333333333333334,87.0,8.833333333333334,7.833333333333333,26.5,23.166666666666668,41.166666666666664,37.666666666666664,70.0,332.37708333333336,16.3,26.345833333333335,43.083333333333336,21157321.166666668,54.333333333333336,75.5,70.16666666666667,68.16666666666667,,,,,,,,,,,23.29244013560636,,,976.5445511022012,1.0944622663644743,3.918700869230502,0.009235966238709885,0.05839741490695419,1.2052384569620331,22.420261035601758,7.75073913355052,5.081730263157894,18.55170565302144,,544.6218323586744,20890.5,49.04858395989974,36.728070175438596
WesternEurope,8.0,88.33333333333333,11.5,20.166666666666668,29.0,27.333333333333332,41.0,47.5,69.33333333333333,254.29791666666665,16.366666666666667,24.947916666666668,42.51666666666666,30455601.333333332,31.666666666666668,66.0,61.5,86.0,,7.02066453200884,0.2144242964860383,0.4803996264464288,0.7559523698296443,0.4508258081944247,2.6374247536837605,10.776397947586993,34.55627551016932,0.6909280009562137,6.415351510241439,,,243.25100851131765,1.6277582714380088,0.9380851262640847,,0.009505444833432151,1.605734410263141,109.04917807612067,,,,,,,,
NorthernEurope,2.1666666666666665,43.0,3.0,8.333333333333334,16.333333333333332,11.5,11.333333333333334,20.0,36.5,29.212500000000002,8.799999999999999,13.081249999999999,20.883333333333336,3380534.3333333335,14.0,36.833333333333336,31.833333333333332,44.333333333333336,,,0.0055950964122054555,0.7492454967492095,0.8287278674370148,12.125585829143413,2.230574558027645,1.441562827175541,38.72910464247579,0.5220714188518573,14.264548580421838,86166.66666666667,19.062032747191058,348.3891141750316,1.3179539103518214,5.7805685059392395,0.003455128249735305,0.0031992324027662077,8.629252357443509,43.504732600579075,,,,,,,,
EasternEurope,,94.0,11.333333333333334,5.666666666666667,16.333333333333332,11.833333333333334,36.333333333333336,20.0,54.833333333333336,96.18125000000002,20.033333333333335,18.985416666666666,50.699999999999996,9273953.833333334,56.833333333333336,90.0,83.0,72.66666666666667,3.795004942383146,,,2.01064279841471,3.4849980565463565,1.0004841838040053,2.5986802092432697,1.7303962290412318,12.900058568905974,0.3812255187142323,3.1487402217015217,222166.66666666666,390.06228973812057,1778.5725272557963,0.0533191191055774,7.292336205189887,0.0036398228321390517,0.11093340675703307,13.909810022648658,271.2123621199877,,,,,,,,
